district,address,complete_address,gcj02_lng,gcj02_lat,wgs84_lng,wgs84_lat,street_level
浦东新区,德州路465弄,上海市浦东新区德州路465弄,121.481684,31.16662,121.4771932,31.16861583,上钢新村街道
浦东新区,枣庄路998弄,上海市浦东新区枣庄路998弄,121.581729,31.247293,121.5775164,31.24948224,金杨新村街道
浦东新区,航绣路50弄,上海市浦东新区航绣路50弄,121.596652,31.070947,121.5924636,31.07323285,航头镇
浦东新区,金晓路96弄,上海市浦东新区金晓路96弄,121.67474,31.27736,121.6704405,31.27944442,曹路镇
浦东新区,韩荡村南曹家宅,上海市浦东新区韩荡村曹家宅,121.627178,31.16461,121.622968,31.16682688,张江镇
浦东新区,张家桥村,上海市浦东新区张家桥村,121.68678,31.037024,121.6824778,31.03920933,宣桥镇
浦东新区,莲振路298号,上海市浦东新区莲振路298号,121.569481,31.167719,121.5652586,31.1699345,北蔡镇
浦东新区,寿光路78弄,上海市浦东新区寿光路78弄,121.585964,31.272589,121.5817532,31.27476987,沪东新村街道
浦东新区,川沙路1215号,上海市浦东新区川沙路1215号,121.677861,31.262457,121.6735568,31.2645418,曹路镇
浦东新区,芳华路478弄,上海市浦东新区芳华路478弄,121.56003,31.194874,121.5557877,31.19706207,花木街道
浦东新区,周星路500弄,上海市浦东新区周星路500弄,121.57876,31.103587,121.574556,31.10584658,周浦镇
浦东新区,利津路1111弄,上海市浦东新区利津路1111弄,121.593647,31.278652,121.5894404,31.280833,浦兴路街道
浦东新区,联勤村张家宅,上海市浦东新区联勤村,121.551406,31.168369,121.5471461,31.1705547,北蔡镇
浦东新区,兰谷路1888弄,上海市浦东新区兰谷路1888弄,121.592367,31.298234,121.5881582,31.3004068,高行镇
浦东新区,光泽路428弄,上海市浦东新区光泽路428弄,121.61835,31.328056,121.6141347,31.33020907,高东镇
浦东新区,金台路200弄,上海市浦东新区金台路200弄,121.58824,31.25087,121.5840327,31.25306133,金杨新村街道
浦东新区,胶东路818弄,上海市浦东新区胶东路818弄,121.601752,31.260078,121.5975487,31.26226687,浦兴路街道
浦东新区,永泰路775弄,上海市浦东新区永泰路775弄,121.519439,31.142046,121.5150845,31.14416637,东明路街道
浦东新区,翔川路458弄,上海市浦东新区翔川路458弄,121.695744,31.183477,121.6914138,31.18556627,川沙新镇
浦东新区,乳山路161弄,上海市浦东新区乳山路161弄,121.520981,31.236217,121.5166239,31.23829501,陆家嘴街道
浦东新区,博山东路41弄,上海市浦东新区博山东路41弄,121.55887,31.247869,121.5546208,31.25003022,金杨新村街道
浦东新区,东陆路1182弄,上海市浦东新区东陆路1182弄,121.595918,31.2707,121.5917129,31.27288462,浦兴路街道
浦东新区,五星村家务队顾家宅,上海市浦东新区五星村家务队顾家宅,121.569886,31.169133,121.5656642,31.17134828,北蔡镇
浦东新区,莲安西路125弄,上海市浦东新区莲安西路125弄,121.553648,31.179218,121.5493926,31.18140254,北蔡镇
浦东新区,巨峰路667弄,上海市浦东新区巨峰路667弄,121.601115,31.282323,121.5969098,31.28450256,浦兴路街道
浦东新区,一六村赵家队南赵家宅,上海市浦东新区一六村,121.589006,31.160246,121.5848067,31.16248141,北蔡镇
浦东新区,张杨路1269弄,上海市浦东新区张杨路1269弄,121.532639,31.232976,121.5283206,31.23508708,陆家嘴街道
浦东新区,海阳路1080弄,上海市浦东新区海阳路1080弄,121.506616,31.157235,121.5022148,31.15930978,三林镇
浦东新区,联合村西柴场,上海市浦东新区西柴场,121.672887,31.296697,121.6685895,31.2987771,曹路镇
浦东新区,上南路7992弄,上海市浦东新区上南路7992弄,121.574944,31.117541,121.570734,31.11978934,周浦镇
浦东新区,果园村,上海市浦东新区区果园,121.557347,31.202757,121.5530982,31.20493663,花木街道
浦东新区,博华路1018弄,上海市浦东新区博华路1018弄,121.551217,31.17073,121.5469564,31.17291412,北蔡镇
浦东新区,柳埠路196弄,上海市浦东新区柳埠路196弄,121.583102,31.264176,121.5788894,31.26635877,沪东新村街道
浦东新区,福山路40弄,上海市浦东新区福山路40弄,121.523695,31.236522,121.5193471,31.23860747,陆家嘴街道
浦东新区,南桥路237弄,上海市浦东新区南桥路237弄,121.708744,31.19165,121.7043934,31.19371488,川沙新镇
浦东新区,横桥路136弄,上海市浦东新区横桥路136弄,121.576706,31.107979,121.5724991,31.11023432,周浦镇
浦东新区,双桥路180弄,上海市浦东新区双桥路180弄,121.594621,31.284577,121.5904143,31.28675571,浦兴路街道
浦东新区,浦东大道501弄,上海市浦东新区浦东大道501弄,121.518095,31.242792,121.5137273,31.2448588,陆家嘴街道
浦东新区,莲园路18弄,上海市浦东新区莲园路18弄,121.542137,31.183791,121.5378511,31.18594897,北蔡镇
浦东新区,张杨北路555弄,上海市浦东新区张杨北路555弄,121.587183,31.267079,121.5829736,31.26926281,沪东新村街道
浦东新区,五莲路959弄,上海市浦东新区五莲路959弄,121.592293,31.271461,121.5880864,31.27364474,浦兴路街道
浦东新区,丁香路1089弄,上海市浦东新区丁香路1089弄,121.554606,31.228857,121.5503488,31.23101927,花木街道
浦东新区,周秀路516弄,上海市浦东新区周秀路516弄,121.607037,31.090517,121.602847,31.09278989,周浦镇
浦东新区,陈春路620弄,上海市浦东新区陈春路620弄,121.54571,31.172849,121.541435,31.17502053,北蔡镇
浦东新区,上南路3333弄,上海市浦东新区上南路3333弄,121.50199,31.159655,121.497572,31.16171465,三林镇
浦东新区,罗山路5011号,上海市浦东新区罗山路5011号,121.590709,31.164043,121.5865104,31.16627704,北蔡镇
浦东新区,招远路19弄,上海市浦东新区招远路19弄,121.515129,31.236565,121.5107515,31.23862604,陆家嘴街道
浦东新区,蒋桥村,上海市浦东新区蒋桥村,121.661042,31.047168,121.6567882,31.04939613,新场镇
浦东新区,五星村陈家队奚家宅,上海市浦东新区奚家宅,121.550453,31.156231,121.5461917,31.15842108,北蔡镇
浦东新区,芳甸路333弄,上海市浦东新区芳甸路333弄,121.56067,31.225849,121.5564264,31.22802326,花木街道
浦东新区,博兴路462弄,上海市浦东新区博兴路462弄,121.581804,31.265331,121.57759,31.2675124,沪东新村街道
浦东新区,周市路1321号,上海市浦东新区周市路1321号,121.583197,31.113354,121.5789969,31.1156115,周浦镇
浦东新区,康巴路250弄,上海市浦东新区康巴路250弄,121.563151,31.127446,121.5589206,31.12967395,康桥镇
浦东新区,南新村赵家厍,上海市浦东新区南新村,121.543294,31.166024,121.5390129,31.16819364,北蔡镇
浦东新区,商城路1317弄,上海市浦东新区商城路1317弄,121.530924,31.236357,121.5265998,31.23846207,陆家嘴街道
浦东新区,中科路申江路交界口工地生活区,上海市浦东新区中科路申江路,121.624912,31.22474,121.6206994,31.22692979,金桥镇
浦东新区,康花路661号工地生活区,上海市黄浦区工地生活区,121.470576,31.223221,121.4660435,31.2251582,南京东路街道
浦东新区,栖山路401弄,上海市浦东新区栖山路401弄,121.549599,31.246675,121.545328,31.24881934,洋泾街道
浦东新区,乳山路200弄,上海市浦东新区乳山路200弄,121.528932,31.237823,121.5246013,31.23992214,陆家嘴街道
浦东新区,永业路193弄,上海市浦东新区永业路193弄,121.615459,31.267599,121.6112507,31.26977825,金桥镇
浦东新区,民丰村李家宅,上海市浦东新区李家宅,121.549804,31.161626,121.5455406,31.16381196,北蔡镇
浦东新区,鹏飞路28弄,上海市浦东新区鹏飞路28弄,121.554162,31.174842,121.5499082,31.17702973,北蔡镇
浦东新区,浦三路858弄,上海市浦东新区浦三路858弄,121.519064,31.18188,121.5147048,31.18397868,南码头路街道
浦东新区,苗桥路935弄,上海市浦东新区苗桥路935弄,121.622679,31.141287,121.6184755,31.14352097,康桥镇
浦东新区,上南路1251弄,上海市浦东新区上南路1251弄,121.497008,31.173428,121.4925708,31.17546559,周家渡街道
浦东新区,凌河路354弄,上海市浦东新区凌河路354弄,121.599269,31.273567,121.5950644,31.27575041,浦兴路街道
浦东新区,浦三路817弄,上海市浦东新区浦三路817弄,121.520417,31.186118,121.5160621,31.1882184,南码头路街道
浦东新区,创业路78弄,上海市浦东新区创业路78弄,121.611249,31.144164,121.6070531,31.14640552,康桥镇
浦东新区,勤益村,上海市浦东新区勤益村,121.710353,31.209297,121.7059989,31.21135102,合庆镇
浦东新区,芳甸路77弄,上海市浦东新区芳甸路77弄,121.55902,31.230019,121.5547726,31.23218858,花木街道
浦东新区,南阜村,上海市浦东新区南阜村,121.519669,31.130224,121.5153163,31.13235136,三林镇
浦东新区,周秀路336弄,上海市浦东新区周秀路336弄,121.606096,31.094698,121.6019059,31.09696891,周浦镇
浦东新区,御桥村印家队东印家圈,上海市浦东新区御桥村印家队东印家圈,121.558533,31.167356,121.5542897,31.16955541,北蔡镇
浦东新区,永建路86弄,上海市浦东新区永建路86弄,121.616251,31.263011,121.6120426,31.26519162,金桥镇
浦东新区,宁桥路825号,上海市浦东新区宁桥路825号,121.62009,31.253819,121.6158795,31.2560004,金桥镇
浦东新区,浦三路637弄,上海市浦东新区浦三路637弄,121.517822,31.188647,121.513458,31.19073873,南码头路街道
浦东新区,北艾路828弄,上海市浦东新区北艾路828弄,121.538727,31.186015,121.5344311,31.18816382,北蔡镇
浦东新区,航东村,上海市浦东新区航东村,121.599392,31.028466,121.5952076,31.03077632,航头镇
浦东新区,五星村南黄队陈家宅,上海市浦东新区五星村陈家宅,121.567836,31.191897,121.5636088,31.19409817,北蔡镇
浦东新区,浦三路628弄,上海市浦东新区浦三路628弄,121.516239,31.188516,121.5118694,31.19060323,南码头路街道
浦东新区,红枫路108弄,上海市浦东新区红枫路108弄,121.587904,31.243796,121.5836971,31.24599034,金桥镇
浦东新区,尚博路650弄,上海市浦东新区尚博路650弄,121.523173,31.149547,121.5188306,31.15167393,东明路街道
浦东新区,汤巷中心村,上海市浦东新区汤巷中心村,121.60908,31.143247,121.6048851,31.14549016,康桥镇
浦东新区,新丰村万翔宅,上海市浦东新区万翔宅,121.650818,31.15894,121.6465738,31.16112485,张江镇
浦东新区,顾东村,上海市浦东新区顾东村,121.661376,31.293138,121.6571011,31.29524141,曹路镇
浦东新区,胡巷村金家宅,上海市浦东新区金家宅,121.586719,31.125041,121.582521,31.12729411,周浦镇
浦东新区,大众村中心新村,上海市浦东新区大众村中心新村,121.64837,31.228527,121.6441242,31.23068174,唐镇
浦东新区,施湾二路1026弄,上海市浦东新区施湾二路1026弄,121.749114,31.141472,121.7447446,31.14353156,祝桥镇
浦东新区,佳虹路50弄,上海市浦东新区佳虹路50弄,121.613454,31.266409,121.609247,31.26859017,金桥镇
浦东新区,红旗村,上海市浦东新区红旗村,121.754039,31.167657,121.7496693,31.16970308,祝桥镇
浦东新区,羽山路600弄,上海市浦东新区羽山路600弄,121.547086,31.232949,121.5428096,31.2350943,洋泾街道
浦东新区,金高路2131弄,上海市浦东新区金高路2131弄,121.60957,31.261501,121.6053651,31.26368655,金桥镇
浦东新区,三彩路59弄,上海市浦东新区三彩路59弄,121.498895,31.12659,121.4944686,31.12865789,三林镇
浦东新区,瑞建路88弄,上海市浦东新区瑞建路88弄,121.592856,31.09626,121.5886641,31.09853109,周浦镇
浦东新区,拱乐路2400弄,上海市浦东新区拱乐路,121.768505,31.063178,121.764156,31.06528708,惠南镇
浦东新区,锦绣路666弄,上海市浦东新区锦绣路666弄,121.556822,31.222357,121.5525704,31.22452634,花木街道
浦东新区,临江村周南队周家宅,上海市浦东新区周南队周家宅,121.474704,31.117297,121.4701939,31.11929942,三林镇
浦东新区,崮山路251弄,上海市浦东新区崮山路251弄,121.553675,31.245927,121.5494142,31.24807973,洋泾街道
浦东新区,牟平路154弄,上海市浦东新区牟平路154弄,121.595337,31.266578,121.591132,31.26876432,浦兴路街道
浦东新区,枣庄路399弄,上海市浦东新区枣庄路399弄,121.578247,31.255774,121.5740298,31.25795674,金杨新村街道
浦东新区,昌里东路71弄,上海市浦东新区昌里东路71弄,121.506203,31.176316,121.5017987,31.17837973,周家渡街道
浦东新区,长岛路259弄,上海市浦东新区长岛路259弄,121.577598,31.266108,121.5733792,31.26828569,沪东新村街道
浦东新区,金杨路785弄,上海市浦东新区金杨路785弄,121.582715,31.253974,121.5785029,31.25616096,金杨新村街道
浦东新区,梅花路230弄,上海市浦东新区梅花路230弄,121.542483,31.207857,121.5381961,31.21000392,花木街道
浦东新区,南泉路1211弄,上海市浦东新区南泉路1211弄,121.523599,31.213556,121.5192527,31.21565193,塘桥街道
浦东新区,康杉路151弄,上海市浦东新区康杉路151弄,121.56104,31.151185,121.5568034,31.15339698,康桥镇
浦东新区,成山路558号,上海市浦东新区成山路558号,121.50831,31.172296,121.5039137,31.17436807,周家渡街道
浦东新区,上浦路510弄,上海市浦东新区上浦路510弄,121.49961,31.146004,121.4951845,31.14806365,东明路街道
浦东新区,柴场村,上海市浦东新区柴场村,121.72611,31.18103,121.7217424,31.18308001,川沙新镇
浦东新区,民众村运河-西,上海市浦东新区运河西,121.669698,31.276991,121.6654084,31.27908523,曹路镇
浦东新区,康杉路608弄,上海市浦东新区康杉路608弄,121.564215,31.145559,121.5599851,31.14777886,康桥镇
浦东新区,拱川路561弄,上海市浦东新区拱川路561弄,121.747084,31.064423,121.7427206,31.06652541,惠南镇
浦东新区,峨山路280弄,上海市浦东新区峨山路280弄,121.526406,31.213928,121.522069,31.21603147,塘桥街道
浦东新区,锦和路289弄,上海市浦东新区锦和路289弄,121.537248,31.20461,121.5329461,31.20674607,花木街道
浦东新区,栏学路328弄,上海市浦东新区栏学路328弄,121.66656,31.166865,121.6622857,31.16901682,川沙新镇
浦东新区,南泉路1111弄,上海市浦东新区南泉路1111弄,121.523518,31.214409,121.5191713,31.2165043,塘桥街道
浦东新区,迎春路1355弄,上海市浦东新区迎春路1355弄,121.562925,31.229038,121.5586857,31.23121433,花木街道
浦东新区,清溪路365弄,上海市浦东新区清溪路365弄,121.572328,31.33978,121.5680958,31.34192365,高桥镇
